iteration	traits	posterior_prob	regional_prob	candidate_snp	posterior_explained_by_snp	dropped_trait
2	bipolar, BMI	0.8015	0.8035	8:10260553	1	NA
2	bipolar, BMI	0.8015	0.8035	8:10260553	1	NA
2	bipolar, BMI	0.8015	0.8035	8:10260553	1	NA
2	bipolar, BMI	0.8015	0.8035	8:10260553	1	NA
2	bipolar, BMI	0.8014	0.8035	8:10260553	1	NA
2	bipolar, BMI	0.8014	0.8035	8:10260553	1	NA
2	bipolar, BMI	0.8014	0.8035	8:10260553	1	NA
2	bipolar, BMI	0.8014	0.8035	8:10260553	1	NA
2	bipolar, BMI	0.8014	0.8035	8:10260553	1	NA
2	bipolar, BMI	0.8014	0.8035	8:10260553	1	NA
2	bipolar, BMI	0.8014	0.8035	8:10260553	1	NA
2	bipolar, BMI	0.8012	0.8035	8:10260553	1	NA
2	Klarin_LDL, wbc, T2D	0.897	1	8:10641407	0.5038	NA
4	bipolar, BMI	0.8009	0.8035	8:10260553	1	NA
2	pdw, T2D	0.9588	1	8:10787612	0.7636	NA
3	lymph_p, neut_p	0.9701	1	8:10732905	0.4408	NA
2	pdw, T2D	0.9588	1	8:10787612	0.7636	NA
3	lymph_p, neut_p	0.9701	1	8:10732905	0.4408	NA
1	mpv, pct, pdw, plt	0.9931	1	8:106572270	0.9889	NA
2	pdw, T2D	0.9567	1	8:10787612	0.7585	NA
3	lymph_p, neut_p	0.9701	1	8:10732905	0.4408	NA
2	pdw, T2D	0.9567	1	8:10787612	0.7585	NA
3	lymph_p, neut_p	0.9701	1	8:10732905	0.4408	NA
2	pdw, T2D	0.8587	1	8:11012977	0.4946	NA
6	lymph_p, neut_p	0.9701	1	8:10732905	0.4408	NA
2	pdw, T2D	0.8202	1	8:11012977	0.4348	NA
6	lymph_p, neut_p	0.9702	1	8:10732905	0.4408	NA
1	bipolar, SCZ	1	1	8:110451911	1	NA
6	lymph_p, neut_p	0.9611	0.9914	8:10987967	0.2225	NA
6	lymph_p, neut_p	0.9607	0.9913	8:10987967	0.2225	NA
6	lymph_p, neut_p	0.9602	0.9913	8:10987967	0.2223	NA
6	lymph_p, neut_p	0.9602	0.9913	8:10987967	0.2223	NA
6	lymph_p, neut_p	0.9608	0.9913	8:10987967	0.2224	NA
7	lymph_p, neut_p	0.961	0.9914	8:10987967	0.2224	NA
7	lymph_p, neut_p	0.961	0.9914	8:10987967	0.2224	NA
1	bipolar, SCZ	1	1	8:111284145	1	NA
1	bipolar, SCZ	1	1	8:111284145	1	NA
1	bipolar, SCZ	1	1	8:111284145	1	NA
1	bipolar, SCZ	1	1	8:111311872	1	NA
8	lymph_p, neut_p	0.9606	0.9913	8:10987967	0.2223	NA
7	lymph_p, neut_p	0.9606	0.9913	8:10987967	0.2223	NA
5	hlr, hlr_p, Klarin_TG, ret, ret_p	0.9842	0.9963	8:11666451	1	NA
7	hlr, hlr_p, Klarin_TG, ret, ret_p	0.9833	0.9963	8:11666451	1	NA
7	hlr, hlr_p, Klarin_TG, ret, ret_p	0.9833	0.9963	8:11666451	1	NA
1	baso, baso_neut_sum, eo_p, eo_p_gran, gran, myeloid_wbc, neut, neut_eo_sum, neut_p, pdw, wbc, T2D	0.8235	0.8884	8:11396856	1	NA
3	hlr_p, Klarin_TG	0.9542	0.99	8:11666451	0.919	NA
7	hlr, ret, ret_p	0.9737	0.9938	8:11666451	0.9566	NA
1	baso, baso_neut_sum, eo_p, eo_p_gran, gran, myeloid_wbc, neut, neut_eo_sum, neut_p, pdw, wbc, T2D	0.8258	0.8884	8:11396856	1	NA
2	Klarin_LDL, rdw	0.7948	1	8:11852869	0.4364	NA
3	hlr_p, Klarin_TG	0.9562	0.99	8:11666451	0.9191	NA
7	hlr, ret, ret_p	0.9749	0.9938	8:11666451	0.9566	NA
5	hlr, hlr_p, irf, Klarin_LDL, Klarin_TC, ret, ret_p, UKBB_chol	0.7016	0.7262	8:116663898	0.9997	NA
6	hct, hgb, T2D	0.7508	0.9992	8:116506134	0.1471	NA
6	hct, hgb, T2D	0.7507	0.9992	8:116506134	0.1471	NA
6	hlr, ret	0.96	0.9749	8:11666451	0.8466	NA
2	baso, Klarin_TG, pdw	0.7833	0.914	8:11688148	0.5005	NA
6	hlr, ret	0.96	0.9749	8:11666451	0.8466	NA
2	baso, Klarin_TG, pdw	0.7834	0.914	8:11688148	0.5005	NA
6	hlr, ret	0.96	0.9749	8:11666451	0.8466	NA
3	Klarin_TG, T2D	0.7208	0.7289	8:118185733	0.9746	NA
3	Klarin_TG, T2D	0.7206	0.7289	8:118185733	0.9746	NA
1	bipolar, SCZ	1	1	8:118565661	1	NA
4	baso, Klarin_TG, pdw	0.8691	0.9158	8:11688148	0.5098	NA
1	bipolar, SCZ	0.995	1	8:121315995	0.4603	NA
2	cad, ret, ret_p, SCZ	0.7477	1	8:126481747	0.9947	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8926	0.9668	8:126611214	0.7679	NA
6	crohns, ibd	0.9937	1	8:126529074	0.6484	NA
7	gran_p_myeloid_wbc, mono, mono_p, Eczema	0.8733	0.9657	8:126611536	0.7324	NA
2	cad, ret, ret_p, SCZ	0.7477	1	8:126481747	0.9947	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8926	0.9668	8:126611214	0.7679	NA
6	crohns, ibd	0.9937	1	8:126529074	0.6484	NA
7	gran_p_myeloid_wbc, mono, mono_p, Eczema	0.8733	0.9657	8:126611536	0.7324	NA
2	cad, ret, ret_p, SCZ	0.7477	1	8:126481747	0.9947	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8926	0.9668	8:126611214	0.7679	NA
6	crohns, ibd	0.9937	1	8:126529074	0.6484	NA
7	gran_p_myeloid_wbc, mono, mono_p, Eczema	0.8733	0.9657	8:126611536	0.7324	NA
2	cad, ret, ret_p, SCZ	0.7477	1	8:126481747	0.9947	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8926	0.9668	8:126611214	0.7679	NA
6	crohns, ibd	0.9937	1	8:126529074	0.6484	NA
7	gran_p_myeloid_wbc, mono, mono_p, Eczema	0.8733	0.9657	8:126611536	0.7324	NA
2	cad, ret, ret_p, SCZ	0.7477	1	8:126481747	0.9947	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8926	0.9668	8:126611214	0.7679	NA
6	crohns, ibd	0.9937	1	8:126529074	0.6484	NA
7	gran_p_myeloid_wbc, mono, mono_p, Eczema	0.8733	0.9657	8:126611536	0.7324	NA
2	cad, ret, ret_p, SCZ	0.7477	1	8:126481747	0.9947	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8926	0.9668	8:126611214	0.7679	NA
6	crohns, ibd	0.9937	1	8:126529074	0.6484	NA
7	gran_p_myeloid_wbc, mono, mono_p, Eczema	0.8733	0.9657	8:126611536	0.7324	NA
2	cad, ret, ret_p, SCZ	0.7477	1	8:126481747	0.9947	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8926	0.9668	8:126611214	0.7679	NA
6	crohns, ibd	0.9937	1	8:126529074	0.6484	NA
7	gran_p_myeloid_wbc, mono, mono_p, Eczema	0.8733	0.9657	8:126611536	0.7324	NA
2	cad, ret, ret_p, SCZ	0.7477	1	8:126481747	0.9947	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8926	0.9668	8:126611214	0.7679	NA
6	crohns, ibd	0.9937	1	8:126529074	0.6484	NA
7	gran_p_myeloid_wbc, mono, mono_p, Eczema	0.8733	0.9657	8:126611536	0.7324	NA
2	cad, ret, ret_p, SCZ	0.7477	1	8:126481747	0.9947	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8926	0.9668	8:126611214	0.7679	NA
6	crohns, ibd	0.9937	1	8:126529074	0.6484	NA
7	gran_p_myeloid_wbc, mono, mono_p, Eczema	0.8733	0.9657	8:126611536	0.7324	NA
2	cad, ret, ret_p, SCZ	0.7477	1	8:126481747	0.9947	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8926	0.9668	8:126611214	0.7679	NA
6	crohns, ibd	0.9937	1	8:126529074	0.6484	NA
7	gran_p_myeloid_wbc, mono, mono_p, Eczema	0.8733	0.9657	8:126611536	0.7324	NA
2	cad, ret, ret_p, SCZ	0.7477	1	8:126481747	0.9947	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8926	0.9668	8:126611214	0.7679	NA
6	crohns, ibd	0.9937	1	8:126529074	0.6484	NA
7	gran_p_myeloid_wbc, mono, mono_p, Eczema	0.8733	0.9657	8:126611536	0.7324	NA
2	cad, ret, ret_p, SCZ	0.7477	1	8:126481747	0.9947	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8926	0.9668	8:126611214	0.7679	NA
6	crohns, ibd	0.9937	1	8:126529074	0.6484	NA
7	gran_p_myeloid_wbc, mono, mono_p, Eczema	0.8733	0.9657	8:126611536	0.7324	NA
4	hct, hgb, mch, mchc, mcv, ret, ret_p	0.7174	0.7782	8:128958771	0.9987	NA
6	ibd, uc	0.8164	0.8356	8:129070559	0.3222	NA
8	pct, plt	0.9355	0.9444	8:129066132	0.8804	NA
6	ibd, uc	0.8154	0.835	8:129070559	0.3222	NA
8	pct, plt	0.9355	0.9444	8:129066132	0.8804	NA
2	eo_p, eo_p_gran, neut_p_gran	0.9805	1	8:129007412	0.5672	NA
9	pct, plt	0.9353	0.9443	8:129066132	0.8804	NA
2	eo_p, eo_p_gran, neut_p_gran	0.9805	1	8:129007412	0.5672	NA
9	pct, plt	0.9353	0.9443	8:129066132	0.8804	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, ibd, irf, lymph_p, mch, mcv, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, rbc, uc, wbc	0.8166	0.8881	8:130613614	0.4376	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8507	1	8:130607775	0.5575	NA
5	baso_p, baso_p_gran, pct, plt	0.7076	0.8354	8:130665643	0.7572	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, ibd, irf, lymph_p, mch, mcv, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, rbc, uc, wbc	0.8166	0.8881	8:130613614	0.4376	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8507	1	8:130607775	0.5575	NA
5	baso_p, baso_p_gran, pct, plt	0.7076	0.8354	8:130665643	0.7572	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, ibd, irf, lymph_p, mch, mcv, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, rbc, uc, wbc	0.8168	0.8881	8:130613614	0.4376	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8507	1	8:130607775	0.5575	NA
5	baso_p, baso_p_gran, pct, plt	0.7083	0.8354	8:130665643	0.7572	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, ibd, irf, lymph_p, mch, mcv, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, rbc, uc, wbc	0.8168	0.8881	8:130613614	0.4376	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8507	1	8:130607775	0.5575	NA
5	baso_p, baso_p_gran, pct, plt	0.7083	0.8354	8:130665643	0.7572	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, ibd, irf, lymph_p, mch, mcv, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, rbc, uc, wbc	0.8168	0.8881	8:130613614	0.4376	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8507	1	8:130607775	0.5575	NA
5	baso_p, baso_p_gran, pct, plt	0.7083	0.8354	8:130665643	0.7572	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, ibd, irf, lymph_p, mch, mcv, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, rbc, uc, wbc	0.8168	0.8881	8:130613614	0.4376	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8507	1	8:130607775	0.5575	NA
5	baso_p, baso_p_gran, pct, plt	0.7083	0.8354	8:130665643	0.7572	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, ibd, irf, lymph_p, mch, mcv, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, rbc, uc, wbc	0.8168	0.8881	8:130613614	0.4376	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8507	1	8:130607775	0.5575	NA
5	baso_p, baso_p_gran, pct, plt	0.7083	0.8354	8:130665643	0.7572	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, ibd, irf, lymph_p, mch, mcv, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, rbc, uc, wbc	0.8168	0.8881	8:130613614	0.4376	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8507	1	8:130607775	0.5575	NA
5	baso_p, baso_p_gran, pct, plt	0.7083	0.8354	8:130665643	0.7572	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, ibd, irf, lymph_p, mch, mcv, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, rbc, uc, wbc	0.8168	0.8881	8:130613614	0.4376	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8507	1	8:130607775	0.5575	NA
5	baso_p, baso_p_gran, pct, plt	0.7083	0.8354	8:130665643	0.7572	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, ibd, irf, lymph_p, mch, mcv, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, rbc, uc, wbc	0.8169	0.8881	8:130613614	0.4376	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8507	1	8:130607775	0.5575	NA
5	baso_p, baso_p_gran, pct, plt	0.7083	0.8354	8:130665643	0.7572	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, ibd, irf, lymph_p, mch, mcv, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, rbc, uc, wbc	0.8169	0.8881	8:130613614	0.4376	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8507	1	8:130607775	0.5575	NA
5	baso_p, baso_p_gran, pct, plt	0.7083	0.8354	8:130665643	0.7572	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, ibd, irf, lymph_p, mch, mcv, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, rbc, uc, wbc	0.8169	0.8881	8:130613614	0.4376	NA
4	eo_p, eo_p_gran, neut_p_gran	0.8507	1	8:130607775	0.5575	NA
6	baso_p, baso_p_gran, pct, plt	0.7091	0.8354	8:130665643	0.7572	NA
1	mcv, mpv, plt	0.8291	0.9296	8:131331073	0.7528	NA
1	mcv, mpv, plt	0.8291	0.9296	8:131331073	0.7528	NA
3	mcv, rbc	0.9309	0.9645	8:135640734	0.1698	NA
3	mcv, rbc	0.9309	0.9645	8:135640734	0.1698	NA
1	bipolar, SCZ	1	1	8:140127523	1	NA
1	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.9837	1	8:142328719	0.5066	NA
4	hlr, hlr_p, irf, ret, ret_p	0.7113	0.9888	8:142228909	0.9781	NA
1	bipolar, SCZ	0.9998	1	8:143315247	1	NA
1	bipolar, SCZ	0.9998	1	8:143315247	1	NA
1	bipolar, SCZ	0.9998	1	8:143315247	1	NA
1	bipolar, SCZ	0.9998	1	8:143315247	1	NA
1	bipolar, SCZ	0.9998	1	8:143315247	1	NA
1	bipolar, SCZ	0.9998	1	8:143315247	1	NA
1	bipolar, SCZ	0.9998	1	8:143315247	1	NA
1	bipolar, SCZ	0.9998	1	8:143315247	1	NA
1	bipolar, SCZ	0.9998	1	8:143315247	1	NA
1	bipolar, SCZ	0.9998	1	8:143315247	1	NA
1	bipolar, SCZ	0.9998	1	8:143315247	1	NA
1	bipolar, SCZ	0.9998	1	8:143315247	1	NA
3	Klarin_LDL, Klarin_TC	0.9464	0.9563	8:145046662	0.7714	NA
2	mchc, SCZ	0.9088	1	8:145808035	1	NA
2	mchc, SCZ	0.9088	1	8:145808035	1	NA
1	bipolar, SCZ	1	1	8:20787009	1	NA
4	pct, plt	0.7748	0.7766	8:22438313	0.9929	NA
3	lymph, lymph_p	0.7762	0.938	8:25275274	0.1004	NA
3	lymph, lymph_p	0.7762	0.938	8:25275274	0.1004	NA
1	bipolar, SCZ	0.9997	1	8:25985483	1	NA
2	hlr, hlr_p, irf, mch, mchc, rdw	0.7218	0.7612	8:26266834	0.682	NA
1	bipolar, SCZ	1	1	8:26051071	1	NA
2	hlr, hlr_p, irf, mch, mchc, rdw	0.7219	0.7612	8:26266834	0.682	NA
4	eo_p, eo_p_gran, neut_p_gran	0.701	0.7209	8:27308004	0.4585	NA
4	eo_p, eo_p_gran, neut_p_gran	0.701	0.7209	8:27308004	0.4585	NA
4	eo_p, eo_p_gran, neut_p_gran	0.701	0.7209	8:27308004	0.4585	NA
1	baso_neut_sum, gran, hgb, lymph_p, mch, mcv, myeloid_wbc, neut, neut_eo_sum, neut_p, pct, wbc	0.9536	0.9692	8:30280833	1	NA
1	bipolar, SCZ	0.9939	1	8:37455059	1	NA
1	bipolar, SCZ	1	1	8:37750289	1	NA
2	irf, lymph, mpv, rdw, UKBB_sbp	0.7457	0.8041	8:38143357	0.4939	NA
1	bipolar, SCZ	1	1	8:37750289	1	NA
1	bipolar, SCZ	1	1	8:37750289	1	NA
1	bipolar, SCZ	1	1	8:37750289	1	NA
1	bipolar, SCZ	1	1	8:38260815	1	NA
6	hct, hgb, rbc, ret	0.7959	0.8342	8:40039431	0.5299	NA
1	bipolar, SCZ	1	1	8:53826049	1	NA
3	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.9842	0.9849	8:56790861	1	NA
1	bipolar, SCZ	1	1	8:56846269	1	NA
2	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.9842	0.9849	8:56790861	1	NA
1	bipolar, SCZ	1	1	8:56876291	1	NA
2	gran_p_myeloid_wbc, mono, mono_p	0.7438	0.9578	8:56897951	0.2886	NA
1	bipolar, SCZ	1	1	8:56876291	1	NA
2	gran_p_myeloid_wbc, mono, mono_p	0.7438	0.9578	8:56897951	0.2886	NA
1	bipolar, SCZ	1	1	8:56876291	1	NA
2	gran_p_myeloid_wbc, mono, mono_p	0.7439	0.9578	8:56897951	0.2886	NA
1	bipolar, SCZ	1	1	8:56876291	1	NA
2	gran_p_myeloid_wbc, mono, mono_p	0.7439	0.9578	8:56897951	0.2886	NA
1	bipolar, SCZ	1	1	8:56876291	1	NA
2	gran_p_myeloid_wbc, mono, mono_p	0.7439	0.9578	8:56897951	0.2886	NA
3	gran_p_myeloid_wbc, mono, mono_p	0.7676	0.9512	8:56925791	0.2567	NA
6	gran_p_myeloid_wbc, mono_p	0.8272	0.8603	8:56946603	0.2628	NA
7	gran_p_myeloid_wbc, mono_p	0.8121	0.8411	8:56950474	0.2136	NA
7	gran_p_myeloid_wbc, mono_p	0.799	0.8245	8:56968200	0.1801	NA
3	Klarin_LDL, Klarin_TC, Klarin_TG, UKBB_chol	0.9497	1	8:59392324	0.5105	NA
1	bipolar, SCZ	0.9113	1	8:60882999	1	NA
2	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	1	1	8:61648551	1	NA
5	baso_p, baso_p_gran, eo_p, eo_p_gran, gran_p_myeloid_wbc, lymph_p, mono_p, neut_p, neut_p_gran	0.9663	1	8:61648551	1	NA
1	bipolar, SCZ	1	1	8:63445919	1	NA
3	pct, plt	0.7724	0.8051	8:66645549	0.2548	NA
3	pct, plt	0.7967	0.8206	8:66645549	0.2738	NA
1	bipolar, SCZ	1	1	8:67970243	1	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, mono_p, neut, neut_eo_sum, neut_p	0.9502	0.9954	8:6906040	1	NA
1	baso_neut_sum, gran, gran_p_myeloid_wbc, mono_p, neut, neut_eo_sum, neut_p	0.9502	0.9954	8:6906040	1	NA
1	bipolar, SCZ	0.8197	1	8:76560454	1	NA
3	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.8806	0.8851	8:78134059	0.9687	NA
3	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.8806	0.8851	8:78134059	0.9687	NA
3	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.8806	0.8851	8:78134059	0.9687	NA
3	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.8805	0.8851	8:78134059	0.9687	NA
3	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.8805	0.8851	8:78134059	0.9687	NA
1	bipolar, SCZ	1	1	8:81991349	1	NA
2	mch, SCZ	0.9731	1	8:8895470	1	NA
3	hlr, hlr_p, mch, mcv, ret_p	0.7869	0.9998	8:9026940	0.6751	NA
3	hlr, hlr_p, mch, mcv, ret_p	0.787	0.9998	8:9026940	0.6751	NA
1	bipolar, SCZ	0.9993	1	8:89800500	1	NA
1	bipolar, SCZ	0.9993	1	8:89800500	1	NA
1	bipolar, SCZ	0.9993	1	8:89800500	1	NA
3	hlr, hlr_p, mch, mcv, ret_p	0.787	0.9998	8:9026940	0.6751	NA
4	Klarin_LDL, lymph_p, neut_p	0.9362	0.9994	8:9183596	0.5965	NA
3	hlr, hlr_p, mch, mcv, ret_p	0.787	0.9998	8:9026940	0.6751	NA
4	Klarin_LDL, lymph_p, neut_p	0.9361	0.9994	8:9183596	0.5965	NA
3	crohns, ibd	0.7824	0.7883	8:90774723	0.983	NA
7	crohns, ibd	0.7823	0.7883	8:90774723	0.983	NA
3	hlr, hlr_p, mch, mcv, ret_p	0.7878	0.9998	8:9026940	0.6751	NA
4	Klarin_LDL, lymph_p, neut_p	0.9364	0.9994	8:9183596	0.5965	NA
9	DepSx, mono	0.711	0.7386	8:8908596	0.7072	NA
7	crohns, ibd	0.7823	0.7883	8:90774723	0.983	NA
7	crohns, ibd	0.7823	0.7882	8:90774723	0.983	NA
1	baso, baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, rdw, UKBB_sbp, wbc, T2D	0.899	0.9839	8:8911308	0.7848	NA
6	hlr, hlr_p, irf, mch, mcv, ret, ret_p	0.8418	0.998	8:9026940	0.7745	NA
8	Klarin_TG, BMI	0.7508	0.8039	8:9195638	0.2461	NA
6	hlr, hlr_p, irf, mch, mcv, ret, ret_p	0.8418	0.998	8:9026940	0.7745	NA
6	hlr, hlr_p, irf, mch, mcv, ret, ret_p	0.9927	0.9979	8:9026940	0.896	NA
1	rdw, UKBB_sbp, T2D	0.7984	0.9983	8:9200472	1	NA
2	Klarin_LDL, Klarin_TG, pdw, rdw, UKBB_sbp	0.8151	0.9988	8:9267117	1	NA
1	bipolar, SCZ	1	1	8:10033264	1	NA
1	bipolar, SCZ	1	1	8:10033264	1	NA
1	bipolar, SCZ	1	1	8:10033264	1	NA
1	bipolar, SCZ	1	1	9:100741115	1	NA
3	pct, pdw, plt	0.9362	1	9:100700654	0.5232	NA
1	bipolar, SCZ	1	1	9:100741115	1	NA
3	pct, pdw, plt	0.9362	1	9:100700654	0.5232	NA
1	bipolar, SCZ	1	1	9:100741115	1	NA
3	pct, pdw, plt	0.9362	1	9:100700654	0.5232	NA
1	bipolar, SCZ	1	1	9:100741115	1	NA
3	pct, pdw, plt	0.9362	1	9:100700654	0.5232	NA
1	bipolar, SCZ	1	1	9:102115224	1	NA
1	Klarin_HDL, Klarin_TC, UKBB_chol	0.9878	1	9:107665739	0.9991	NA
1	Klarin_HDL, Klarin_TC, UKBB_chol	0.9878	1	9:107665739	0.9991	NA
1	Klarin_HDL, Klarin_TC, UKBB_chol	0.9878	1	9:107665739	0.9991	NA
1	Klarin_HDL, Klarin_TC, UKBB_chol	0.9878	1	9:107665739	0.9991	NA
1	Klarin_HDL, Klarin_TC, UKBB_chol	0.9878	1	9:107665739	0.9991	NA
1	Klarin_HDL, Klarin_TC, UKBB_chol	0.9878	1	9:107665739	0.9991	NA
1	Klarin_HDL, Klarin_TC, UKBB_chol	0.9878	1	9:107665739	0.9991	NA
1	Klarin_HDL, Klarin_TC, UKBB_chol	0.9878	1	9:107665739	0.9991	NA
1	Klarin_HDL, Klarin_TC, UKBB_chol	0.9878	1	9:107665739	0.9991	NA
1	Klarin_HDL, Klarin_TC, UKBB_chol	0.9878	1	9:107665739	0.9991	NA
1	Klarin_HDL, Klarin_TC, UKBB_chol	0.9878	1	9:107665739	0.9991	NA
1	bipolar, SCZ	0.9999	1	9:109417703	1	NA
1	bipolar, SCZ	0.9999	1	9:109417703	1	NA
1	bipolar, DepSx, SCZ	0.8392	0.9041	9:11511860	1	NA
1	bipolar, DepSx, SCZ	0.8293	0.9041	9:11511860	1	NA
1	bipolar, DepSx, SCZ	0.8293	0.9041	9:11511860	1	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9265	1	9:113638375	0.2764	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9265	1	9:113638375	0.2764	NA
1	gran_p_myeloid_wbc, mono, mono_p	1	1	9:114033877	1	NA
1	gran_p_myeloid_wbc, mono, mono_p	1	1	9:114033877	1	NA
2	gran_p_myeloid_wbc, mono, mono_p, neut_p	0.965	0.9651	9:114044933	1	NA
2	gran_p_myeloid_wbc, mono, mono_p	0.9914	1	9:114345228	0.8347	NA
2	gran_p_myeloid_wbc, mono, mono_p	0.9914	1	9:114345228	0.8347	NA
2	gran_p_myeloid_wbc, mono, mono_p	0.9914	1	9:114345228	0.8347	NA
2	gran_p_myeloid_wbc, mono, mono_p	0.9914	1	9:114345228	0.8347	NA
1	bipolar, DepSx	0.7762	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7762	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7762	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7762	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7762	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7762	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7762	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7762	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7762	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7779	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7779	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7852	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7888	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7888	0.8389	9:11511860	0.8899	NA
1	bipolar, DepSx	0.7888	0.8389	9:11511860	0.8899	NA
1	bipolar, SCZ	1	1	9:117315880	1	NA
2	crohns, ibd, uc	0.901	1	9:117547772	0.4894	NA
1	bipolar, SCZ	1	1	9:117315880	1	NA
2	crohns, ibd, uc	0.901	1	9:117547772	0.4894	NA
21	DepAffect, Worry	0.7036	0.8781	9:11549994	0.0914	NA
1	SCZ, T2D, BMI	0.8873	0.9454	9:126123009	1	NA
4	gran_p_myeloid_wbc, mono, mono_p	0.9699	0.9999	9:127013049	0.4527	NA
4	gran_p_myeloid_wbc, mono, mono_p	0.9699	0.9999	9:127013049	0.4527	NA
1	bipolar, SCZ	1	1	9:129184309	1	NA
2	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.8668	0.8796	9:129281648	0.9426	NA
1	bipolar, SCZ	1	1	9:129184309	1	NA
2	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.8668	0.8796	9:129281648	0.9426	NA
1	bipolar, SCZ	1	1	9:129184309	1	NA
2	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.8668	0.8796	9:129281648	0.9426	NA
1	bipolar, SCZ	1	1	9:129184309	1	NA
